x;Own;IntentToBuy;BrandAwareness_Anker;BrandAwareness_Bose;BrandAwareness_JBL;BrandAwareness_Philips;BrandAwareness_Sony;BrandAwareness_UE;BrandAwareness_HarmanKardon;BrandAwareness_Beats;BrandAwareness_None;SubjKnow_r1;SubjKnow_r2;SubjKnow_r3;SubjKnow_r4;SubjKnow_r5;PII_1;PII_2;PII_3;PII_4;PII_5;RelImp_battery;RelImp_weight;RelImp_price;RelImp_sound;Gender;Age;Occupation;Education;Income;brand_awareness;fa;fa2;factor_price.sound;factor_battery;factor_weight;factor_age.occupation.income.education;clusters
118;1;0;0;1;0;1;1;0;0;1;0;6;7;6;6;6;7;7;7;6;7;30;20;10;40;2;4;1;4;6;5;1.490058694;1.774175627;-0.793743609;0.506753341;0.881175479;1.442291712;3
119;1;0;1;1;1;1;1;0;1;0;0;6;6;5;6;6;4;5;6;5;6;20;20;30;30;2;4;3;4;2;7;1.314886183;0.598086516;0.218094754;-0.246657772;0.861909101;-0.092795843;4
120;0;1;0;1;1;0;0;0;0;0;0;2;3;3;4;5;4;3;3;3;2;20;30;20;30;2;2;4;4;2;3;-0.269511428;-0.859459845;-0.157228183;-0.221344082;1.896657772;-0.792057548;2
121;0;1;0;0;1;1;0;0;0;1;0;2;2;2;3;3;7;6;7;6;2;50;10;10;30;1;3;1;3;1;4;-0.944642043;1.279185433;-0.483367986;2.025369039;-0.118646889;-0.032614316;2
122;0;1;0;1;1;1;1;0;0;1;0;3;4;2;4;5;3;4;5;4;4;20;10;30;40;2;4;1;4;2;6;-0.030023466;-0.191665005;-0.059492114;-0.284340516;-0.171637418;0.540828317;2
123;1;0;0;1;1;0;1;0;0;0;0;4;3;1;7;4;2;3;2;1;1;15;15;15;55;1;4;1;4;4;4;0.01446447;-1.745662233;-1.047054009;-0.673127336;0.338508031;0.991560014;1
124;1;0;0;1;1;1;1;0;1;1;0;3;3;3;2;3;2;2;2;2;2;40;5;40;15;1;2;1;4;2;7;-0.66275815;-1.66095551;1.042586747;1.265485608;-0.655888678;0.158378692;1
125;1;1;0;1;1;1;0;0;0;0;0;5;5;3;5;5;6;6;6;5;5;15;5;40;40;1;3;1;4;3;4;0.600523887;0.984424105;0.307633633;-0.679887445;-0.698043867;0.574969353;2
126;0;1;0;0;1;0;1;0;0;1;0;6;5;6;6;6;3;4;3;4;3;5;15;50;30;2;3;3;4;2;4;1.262760295;-0.589362223;0.94414906;-1.407984868;0.317438426;-0.284020656;2
127;0;1;1;1;1;1;1;0;0;1;0;4;6;5;4;6;6;5;6;6;6;30;10;30;30;2;3;4;4;2;7;0.778860648;1.069130828;0.234489131;0.493808705;-0.154775343;-0.600832736;2
128;0;1;0;1;0;0;1;0;0;1;0;2;2;1;2;2;4;5;5;4;4;30;20;20;30;1;2;3;4;1;4;-1.296469752;0.116857995;-0.140833805;0.519122395;0.879973328;-0.700611317;2
129;1;0;0;1;1;0;1;1;0;1;0;6;6;4;6;6;7;7;7;7;7;20;10;30;40;2;2;3;2;2;6;1.253362871;1.957449871;-0.059492114;-0.284340516;-0.171637418;-0.788949413;4
130;1;1;1;0;0;0;1;0;0;0;0;6;3;4;3;4;4;5;4;3;4;50;20;5;25;2;4;4;4;7;3;0.251155784;-0.232229635;-0.53223602;2.056867256;0.915500706;0.71722132;2
131;0;1;0;1;0;1;1;0;0;1;0;3;4;2;4;4;4;4;4;4;4;20;20;20;40;1;2;1;4;3;5;-0.239677171;-0.213593357;-0.434815051;-0.259026826;0.863111253;0.383744541;2
132;0;0;1;0;1;0;1;0;0;0;0;4;3;2;5;4;5;4;2;4;5;24;22;20;34;2;3;1;2;6;4;-0.085313603;-0.33526465;-0.261705179;0.059769411;1.076565387;0.937362954;4
133;1;0;0;1;1;0;1;0;0;1;0;6;5;3;5;5;6;5;4;6;3;30;20;20;30;1;2;3;2;2;5;0.787885962;0.539292719;-0.140833805;0.519122395;0.879973328;-0.788949413;1
134;0;0;0;0;0;0;0;0;0;0;1;5;5;2;4;4;1;2;1;1;2;4;0;90;6;1;2;1;3;3;1;0.248696178;-2.153928174;3.110009851;-1.49284769;-1.239376166;0.226892569;1
136;0;0;0;0;0;0;0;0;0;0;1;2;2;1;4;2;3;4;3;4;3;30;0;70;0;2;8;2;4;5;1;-1.135168367;-0.589362223;2.568541481;0.505602177;-1.193130467;1.665013032;3
138;1;1;0;1;1;1;1;0;0;0;0;2;2;2;4;2;5;5;5;5;4;40;0;0;60;2;3;1;1;7;5;-1.073645056;0.444017273;-1.707845904;1.19716802;-1.167853333;1.005876831;2
139;1;0;0;1;1;0;1;0;1;1;0;5;6;4;4;5;6;5;6;4;5;20;10;30;40;1;2;1;3;4;6;0.695045706;0.636511895;-0.059492114;-0.284340516;-0.171637418;0.452258417;1
140;1;0;0;1;1;0;1;1;0;1;0;5;5;5;5;5;4;5;4;4;3;10;20;30;40;2;3;3;3;3;6;0.72357051;-0.115025837;-0.075886492;-1.024806993;0.845047026;-0.215506779;4
141;1;0;0;1;0;0;1;0;0;1;0;2;5;3;5;6;5;4;5;4;5;15;20;40;25;1;2;3;3;2;4;0.248091369;0.162175508;0.724013935;-0.623363329;0.852275913;-0.63209744;1
142;0;1;1;1;0;0;0;1;0;0;0;5;3;1;3;5;5;5;5;5;5;20;5;25;50;2;4;1;4;3;4;0.088877481;0.510087719;-0.52474045;-0.309366415;-0.687809602;0.766194166;2
143;1;0;0;1;1;1;1;0;0;0;0;5;2;5;6;6;5;5;5;5;5;30;10;10;50;2;8;1;5;2;5;0.67292731;0.510087719;-1.071330477;0.469070597;-0.15237104;1.462579539;3
144;0;0;0;1;0;0;1;0;0;0;0;3;3;2;4;3;3;3;5;3;3;20;30;30;20;2;3;3;3;2;3;-0.562980076;-0.605647661;0.495681622;-0.208975029;1.895455621;-0.440872628;4
145;0;1;0;1;1;1;1;0;0;1;0;5;5;4;5;5;4;6;4;3;6;30;20;20;30;1;2;1;4;5;6;0.662047199;0.064549222;-0.140833805;0.519122395;0.879973328;0.834476238;2
146;0;1;0;1;1;1;1;0;0;0;0;2;1;1;4;1;5;4;4;4;3;10;20;20;50;1;8;1;4;2;5;-1.458471272;-0.135778769;-0.728796296;-1.037176047;0.846249177;1.305727567;2
147;0;1;1;1;1;0;1;0;0;0;0;7;7;6;7;7;6;4;6;5;5;30;0;0;70;2;3;3;3;1;5;1.967725166;0.655148173;-2.001827149;0.419018799;-1.184715408;-0.666238477;2
148;1;0;0;1;1;0;1;0;0;1;0;6;6;4;5;6;6;6;6;6;6;30;5;35;30;2;2;1;2;5;5;1.172712179;1.233768795;0.4221506;0.48115186;-0.672149678;0.520772293;4
149;1;1;0;1;0;0;0;0;0;0;0;6;7;6;6;6;6;5;6;6;4;15;10;45;30;2;2;3;3;2;2;1.490058694;0.936989937;0.77288197;-0.654861546;-0.181871683;-0.63209744;2
150;0;1;0;1;1;1;1;0;0;1;0;3;3;3;4;5;4;4;4;4;3;10;25;30;35;2;3;3;4;3;6;-0.082149353;-0.279663803;0.062906942;-1.005965621;1.361820286;-0.058654807;2
151;0;0;0;0;0;1;1;0;0;0;0;5;5;1;5;3;5;5;5;5;5;25;5;30;40;2;2;3;2;1;3;0.058169853;0.510087719;-0.051294925;0.085892722;-0.67997964;-1.014315261;4
152;0;1;0;0;1;0;0;0;0;0;0;4;5;4;6;6;4;4;4;4;4;5;15;40;40;2;2;3;2;2;2;0.764989522;-0.213593357;0.291239256;-1.420353922;0.318640577;-0.788949413;2
153;0;0;0;1;0;0;0;0;0;0;0;3;3;2;3;2;2;6;5;3;6;5;5;40;50;1;2;3;3;1;2;-0.853284474;-0.05740746;0.013652388;-1.458036666;-0.714905942;-0.857463289;1
154;0;1;0;1;1;0;0;0;0;0;0;4;3;3;3;2;2;6;6;7;7;25;15;35;25;1;2;3;3;1;3;-0.604399088;0.907573347;0.552746845;0.129759993;0.352965804;-0.857463289;2
155;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;2;3;3;3;5;3;30;0;40;30;1;8;1;2;5;1;-1.296469752;-0.570725946;0.609812068;0.468495015;-1.189524013;1.668121168;3
156;1;0;1;1;1;1;1;1;1;1;0;7;1;7;7;7;5;6;6;6;6;15;10;25;50;2;3;3;4;4;9;1.347353282;1.089883761;-0.532937639;-0.679599654;-0.17946738;0.166711042;4
157;0;0;1;1;1;1;1;1;1;1;0;6;6;5;7;6;5;4;4;4;4;10;0;30;60;2;3;3;3;2;9;1.395536875;-0.069708323;-0.631060228;-1.100172481;-1.222046013;-0.440872628;4
158;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;25;15;35;25;1;2;3;3;2;1;-1.887785425;-2.384636586;0.552746845;0.129759993;0.352965804;-0.63209744;1
159;0;0;0;0;0;0;1;0;0;1;0;2;2;2;2;2;2;3;2;3;5;60;0;40;0;1;2;3;4;1;3;-1.234946441;-1.114831963;1.491755805;2.802942678;-1.138937787;-0.700611317;1
160;1;1;0;1;0;0;0;0;0;0;0;3;6;2;6;4;5;4;3;5;4;10;10;10;70;2;2;3;3;2;2;0.148922613;-0.052247466;-1.659292968;-1.087227845;-0.186095191;-0.63209744;2
161;0;1;0;0;1;0;1;0;0;0;0;2;2;2;4;2;2;4;4;3;2;15;5;35;45;1;2;3;3;1;3;-1.073645056;-0.816778561;-0.018821269;-0.686071972;-0.697442791;-0.857463289;2
162;1;0;0;0;1;0;0;0;0;0;0;5;6;5;6;6;6;6;6;6;6;10;1;19;70;2;8;1;4;7;2;1.127524108;1.233768795;-1.321502326;-1.110010166;-1.117368994;2.43255681;3
163;0;1;0;1;1;0;1;0;1;1;0;2;3;2;4;3;4;4;4;4;2;30;10;10;50;2;8;1;1;7;6;-0.750342151;-0.345734248;-1.071330477;0.469070597;-0.15237104;1.962000892;3
164;1;0;0;1;1;1;1;0;0;1;0;2;2;2;3;3;5;6;6;5;6;10;0;30;60;1;2;3;2;1;6;-0.944642043;0.906609517;-0.631060228;-1.100172481;-1.222046013;-1.014315261;1
165;1;0;0;1;1;1;1;0;0;1;0;2;2;4;4;3;5;6;5;6;6;25;10;40;25;1;3;1;2;4;6;-0.740944727;0.924070374;0.740408313;0.117103148;-0.164408532;0.486631257;1
166;1;0;0;1;0;0;1;0;0;0;0;1;1;1;1;1;4;4;4;4;4;10;30;30;30;1;8;1;4;2;3;-1.887785425;-0.213593357;0.201700376;-0.98712425;1.878593546;1.305727567;3
167;0;1;0;0;0;1;0;0;0;0;0;2;3;2;4;3;5;6;4;5;4;20;20;40;20;1;3;4;4;3;2;-0.750342151;0.442841853;0.871004558;-0.234288718;0.86070695;-0.375466887;2
168;1;0;0;1;0;0;0;0;0;0;0;5;4;2;4;6;6;5;5;5;4;15;5;0;80;1;3;3;4;2;2;0.55435439;0.587902307;-2.304005584;-0.72936366;-0.693235261;-0.284020656;1
169;0;0;0;0;0;1;1;0;0;0;0;2;2;1;2;2;1;1;1;1;1;20;10;65;5;1;2;3;4;2;3;-1.296469752;-2.384636586;2.225692201;-0.241048827;-0.175844948;-0.475245468;1
170;0;0;0;1;1;0;1;0;0;1;0;2;4;2;2;2;3;5;4;5;3;5;5;50;40;1;2;3;2;1;5;-1.007648042;-0.075636627;0.666562192;-1.445667612;-0.716108093;-1.014315261;1
171;1;1;0;1;1;0;0;1;0;0;0;2;2;2;4;2;6;6;5;5;7;20;10;30;40;1;2;3;2;2;4;-1.073645056;0.95075161;-0.059492114;-0.284340516;-0.171637418;-0.788949413;2
173;1;0;0;1;1;1;1;0;0;1;0;3;5;3;4;5;2;3;3;2;3;30;10;20;40;1;2;3;2;2;6;0.145149045;-1.264433711;-0.418420673;0.481439651;-0.153573191;-0.788949413;1
174;0;1;0;0;0;1;0;0;0;0;0;3;3;1;4;2;2;4;4;5;4;50;0;0;50;1;2;1;4;2;2;-0.834157093;-0.318089182;-1.413864658;1.975317241;-1.150991257;0.158378692;2
175;0;1;1;1;1;0;0;1;1;0;0;2;2;5;6;6;4;6;5;5;5;10;0;70;20;2;2;3;3;2;6;0.110841086;0.530840651;1.98057899;-1.050696265;-1.226854618;-0.63209744;2
176;1;1;1;1;1;0;1;0;1;1;0;7;7;5;7;7;6;7;6;6;5;30;5;15;50;2;4;1;4;3;7;1.906201855;1.332336316;-0.883669009;0.456413752;-0.669745375;0.766194166;2
177;0;1;0;0;1;0;1;0;0;1;0;1;1;1;7;1;3;3;3;2;4;25;25;40;10;2;2;3;3;1;4;-1.403881269;-1.054478232;1.156788615;0.173627264;1.385911248;-0.857463289;2
178;0;0;0;0;1;0;1;0;0;1;0;5;2;2;4;3;3;3;3;4;3;20;0;30;50;2;2;3;2;1;4;-0.301905126;-0.75400019;-0.337078982;-0.32202326;-1.205183937;-1.014315261;4
179;1;1;0;1;1;0;0;0;1;0;0;7;7;7;7;7;7;7;7;7;7;50;1;1;48;2;3;2;4;7;4;2.029248478;1.957449871;-1.320814991;1.980322421;-1.047756821;1.159620668;2
180;0;0;0;1;0;1;1;0;0;0;0;6;7;2;6;5;6;5;4;6;3;20;40;10;30;1;3;4;4;1;4;1.034311742;0.539292719;-0.532551119;-0.196030393;2.931406443;-0.826198584;1
181;1;1;0;0;1;0;0;0;0;0;0;5;5;3;5;5;6;5;5;5;5;30;20;40;10;2;2;3;2;1;2;0.600523887;0.653972753;1.164985804;0.543860503;0.877569026;-1.014315261;2
182;1;0;0;1;1;1;1;1;1;1;0;7;7;5;7;7;4;5;3;5;2;20;20;20;40;2;3;1;4;4;8;1.906201855;-0.163635424;-0.434815051;-0.259026826;0.863111253;0.800335202;4
183;0;1;0;0;1;1;1;0;0;1;0;3;5;2;3;3;6;6;6;6;2;20;10;30;40;1;3;3;4;2;5;-0.41633237;0.969487013;-0.059492114;-0.284340516;-0.171637418;-0.284020656;2
184;1;0;0;1;1;1;0;1;0;1;0;4;5;2;5;5;5;5;6;5;6;15;5;10;70;1;2;3;3;1;6;0.351638501;0.74197155;-1.65109578;-0.716994607;-0.694437413;-0.857463289;1
185;1;1;0;1;1;0;0;0;0;1;0;7;7;6;7;7;7;7;7;7;7;30;10;30;30;1;2;3;2;1;4;1.967725166;1.957449871;0.234489131;0.493808705;-0.154775343;-1.014315261;2
186;0;0;0;0;0;1;0;0;0;0;0;2;2;2;2;2;4;3;6;6;3;20;10;30;40;1;2;3;2;1;2;-1.234946441;0.253873491;-0.059492114;-0.284340516;-0.171637418;-1.014315261;1
187;0;1;0;1;1;0;1;0;1;1;0;2;3;3;4;3;5;6;5;5;5;30;10;30;30;1;4;1;3;4;6;-0.688818839;0.674725685;0.234489131;0.493808705;-0.154775343;0.834708042;2
188;1;1;1;1;1;0;1;0;0;1;0;6;6;5;6;7;5;4;5;5;6;15;5;30;50;2;3;1;4;2;6;1.524539888;0.411520198;-0.345276171;-0.692256499;-0.696841715;0.349603505;2
189;0;0;0;1;1;1;1;1;1;1;0;5;5;2;5;5;5;5;6;6;5;20;5;35;40;1;2;3;2;2;8;0.539000576;0.859175349;0.128169354;-0.296997361;-0.689011753;-0.788949413;1
190;1;0;0;1;1;1;1;0;0;0;0;2;3;4;2;2;5;5;4;5;4;5;5;10;80;1;8;1;5;3;5;-0.998250618;0.278203887;-1.945077025;-1.495143828;-0.711299488;1.687945388;3
191;0;0;0;1;1;1;1;0;1;1;0;6;6;5;6;6;4;4;4;4;4;20;20;10;50;2;2;1;3;7;7;1.314886183;-0.213593357;-1.087724855;-0.27139588;0.864313404;1.128355963;4
192;0;0;0;1;1;0;0;0;0;1;0;2;2;1;5;2;4;4;2;2;2;20;20;10;50;1;2;3;2;3;4;-1.054517675;-1.043909509;-1.087724855;-0.27139588;0.864313404;-0.563583564;1
193;0;1;0;0;0;0;0;0;0;0;1;2;2;2;5;2;3;3;3;3;2;15;30;40;15;2;2;3;2;1;1;-0.992994363;-1.003344879;1.001600803;-0.585680585;1.885822432;-1.014315261;2
194;0;1;0;1;1;1;1;0;0;1;0;5;5;3;5;6;6;6;6;6;6;15;10;15;60;1;4;2;4;2;6;0.810177593;1.233768795;-1.185847443;-0.691968708;-0.178265229;0.224016237;2
195;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;2;2;3;3;3;3;15;15;50;20;2;4;1;4;2;1;-1.296469752;-1.081159468;1.238130306;-0.629835647;0.334300501;0.540828317;3
196;0;1;0;1;0;1;1;0;0;1;0;5;4;2;6;5;5;4;5;4;5;25;25;40;10;2;3;3;3;2;5;0.506002069;0.162175508;1.156788615;0.173627264;1.385911248;-0.440872628;2
197;0;0;0;0;1;1;1;0;0;0;0;3;3;3;3;3;3;2;4;5;3;30;10;40;20;1;2;3;2;1;4;-0.582107457;-0.569550526;0.887398936;0.506177759;-0.155977494;-1.014315261;1
198;1;0;0;0;1;1;1;0;0;1;0;6;2;5;6;7;7;7;6;7;6;30;1;9;60;2;2;3;3;2;5;1.069943091;1.725566039;-1.386449639;0.433919222;-1.082442692;-0.63209744;4
199;0;0;0;0;0;0;0;0;0;0;1;3;2;1;2;2;4;4;4;5;5;20;10;20;50;2;2;3;2;2;1;-1.109107678;0.035751332;-0.712401918;-0.29670957;-0.170435267;-0.788949413;4
200;0;0;0;1;0;0;1;0;0;0;0;5;4;2;5;6;4;3;5;3;4;30;20;0;50;1;8;2;4;2;3;0.635005082;-0.395692181;-1.446653414;0.494384287;0.882377631;0.988915486;1
201;0;1;0;0;0;0;0;0;0;0;1;2;2;1;3;2;4;4;4;4;4;10;0;50;40;1;2;1;4;2;1;-1.21581906;-0.213593357;0.674759381;-1.075434373;-1.224450315;0.158378692;2
202;0;0;0;1;1;1;1;1;0;0;0;2;2;2;2;2;5;5;5;5;5;35;0;50;15;1;2;3;2;1;6;-1.234946441;0.510087719;1.409712495;0.869938679;-1.182295127;-1.014315261;1
203;0;0;0;0;1;1;1;0;0;1;0;2;2;2;4;2;4;4;4;4;4;25;10;35;30;1;2;3;3;2;5;-1.073645056;-0.213593357;0.413953411;0.110918621;-0.163807456;-0.63209744;1
204;0;0;0;1;1;1;1;0;1;0;0;4;5;3;5;6;4;5;4;4;5;20;10;40;30;2;2;3;4;2;6;0.622815518;0.017115054;0.59341769;-0.271971462;-0.172839569;-0.475245468;4
205;0;1;1;1;1;1;0;0;0;1;0;2;2;2;5;2;5;4;4;5;6;20;10;20;50;1;2;2;2;3;6;-0.992994363;0.245706812;-0.712401918;-0.29670957;-0.170435267;-0.246771484;2
206;0;1;0;1;1;1;1;0;0;1;0;5;6;5;5;6;5;3;4;3;5;30;15;30;25;1;2;3;4;2;6;1.046873415;-0.351550088;0.373282565;0.512650077;0.361997917;-0.475245468;2
207;1;1;0;0;0;1;0;0;0;0;0;2;2;1;5;3;3;5;2;3;3;20;40;30;10;1;2;3;2;2;2;-0.844863969;-0.773811887;0.77326849;-0.171292285;2.92900214;-0.788949413;2
208;0;0;0;1;0;0;0;0;0;1;0;1;2;1;2;1;1;1;1;1;1;80;0;20;0;1;2;1;2;3;3;-1.693485533;-2.384636586;0.773898687;4.334503012;-1.102809334;0.070040596;1
209;1;0;0;1;0;0;0;0;0;0;0;3;3;2;4;5;6;5;5;5;5;40;10;10;40;1;2;3;2;2;2;-0.143672665;0.653972753;-0.777349232;1.247219818;-0.135508965;-0.788949413;1
210;1;0;0;1;1;1;1;0;0;1;0;6;5;3;5;5;1;4;1;1;1;10;5;80;5;2;2;3;3;2;6;0.787885962;-1.890722687;2.772282228;-1.019485839;-0.71128351;-0.63209744;4
211;1;1;0;1;1;1;1;0;0;0;0;6;6;4;6;6;6;5;5;5;5;20;5;25;50;1;3;3;3;2;5;1.253362871;0.653972753;-0.52474045;-0.309366415;-0.687809602;-0.440872628;2
212;0;1;0;1;1;0;0;0;0;0;0;3;3;3;4;4;5;4;3;5;5;10;8;12;70;1;3;3;2;2;3;-0.291803059;0.01382298;-1.584228381;-1.092290583;-0.393044925;-0.5977246;2
213;1;0;0;1;1;1;1;1;1;1;0;5;5;4;5;5;4;5;3;3;5;25;5;20;50;2;3;3;2;3;8;0.662047199;-0.331972576;-0.70420473;0.073523668;-0.678777489;-0.372358752;4
214;1;0;0;0;0;1;0;0;0;0;0;2;6;2;4;2;3;2;2;2;2;20;40;10;30;1;8;1;4;7;2;-0.619048258;-1.517070475;-0.532551119;-0.196030393;2.931406443;2.43255681;3
215;1;1;0;1;1;0;0;0;0;0;0;5;5;5;4;4;2;6;2;5;3;20;20;10;50;2;3;3;2;3;3;0.433266112;-0.386510467;-1.087724855;-0.27139588;0.864313404;-0.372358752;2
216;0;0;0;0;0;1;1;0;0;1;0;4;5;2;3;3;3;4;4;5;4;40;15;30;15;1;2;1;3;2;4;-0.228970295;-0.174204148;0.667263811;1.290799298;0.378859992;0.00152672;1
218;1;0;0;0;0;0;1;0;0;0;0;3;4;2;5;4;2;4;3;3;3;30;10;50;10;2;6;1;2;7;2;-0.159026479;-0.916521501;1.54030874;0.518546813;-0.157179645;1.73640324;3
219;1;0;0;1;1;0;0;0;0;1;0;2;2;2;2;2;4;5;4;4;3;25;15;30;30;2;3;3;3;3;4;-1.234946441;-0.115025837;0.226291943;0.123575466;0.353566879;-0.215506779;4
220;0;0;0;1;0;1;1;0;0;1;0;6;6;4;6;6;2;2;2;2;3;20;5;40;35;2;4;1;3;5;5;1.253362871;-1.594885064;0.454624256;-0.290812834;-0.689612829;1.060073891;4
221;0;1;0;1;0;1;1;0;1;0;0;5;6;5;6;6;4;4;6;5;5;20;20;30;30;1;4;1;4;2;5;1.127524108;0.367378104;0.218094754;-0.246657772;0.861909101;0.540828317;2
222;0;0;0;1;1;0;0;0;0;0;0;2;4;3;4;4;4;4;5;4;5;20;15;35;30;2;2;3;2;2;3;-0.365515934;0.018290474;0.405756222;-0.259314617;0.344534766;-0.788949413;4
223;0;0;0;1;1;0;0;0;0;1;0;4;4;2;5;5;4;4;3;3;3;88;4;4;4;2;3;1;4;7;4;0.237989302;-0.628751433;0.075462744;4.952305;-0.673977624;1.476432748;3
224;1;0;1;1;1;0;0;0;1;1;0;3;3;2;4;3;3;4;5;3;5;30;0;0;70;2;4;2;4;7;6;-0.562980076;-0.308868804;-2.001827149;0.419018799;-1.184715408;1.35084548;3
225;1;1;0;1;1;0;0;0;0;0;0;4;4;2;6;5;6;7;7;6;2;10;20;30;40;2;3;3;3;2;3;0.318639994;1.299938365;-0.075886492;-1.024806993;0.845047026;-0.440872628;2
226;1;0;0;1;1;1;1;0;0;0;0;6;6;5;7;6;5;6;6;5;4;20;15;30;35;2;3;3;3;2;5;1.395536875;0.774468626;0.07930132;-0.265499144;0.345135842;-0.440872628;4
227;0;0;0;0;1;0;0;0;0;0;0;4;4;5;4;4;3;2;3;4;5;30;5;15;50;2;8;1;4;2;2;0.132254838;-0.786497265;-0.883669009;0.456413752;-0.669745375;1.305727567;3
228;0;1;1;1;0;1;1;0;0;1;0;2;2;2;2;3;5;5;6;5;4;20;10;35;35;1;2;3;4;1;6;-1.025292735;0.609830659;0.266962788;-0.278155989;-0.172238494;-0.700611317;2
229;1;0;0;1;1;1;1;0;0;0;0;2;6;2;5;6;4;5;4;4;4;30;10;20;40;1;7;2;4;5;5;0.300217257;-0.048955391;-0.418420673;0.481439651;-0.153573191;1.47378822;3
230;0;0;0;0;0;0;0;0;0;1;0;2;2;1;3;3;5;5;5;5;5;20;20;35;25;1;4;3;3;2;2;-1.006165354;0.510087719;0.544549656;-0.240473245;0.861308026;-0.249647816;1
231;1;0;0;1;0;0;0;0;0;0;0;6;7;5;7;7;6;6;6;6;6;20;0;10;70;2;7;1;2;2;2;1.71883978;1.233768795;-1.642898591;-0.346761368;-1.202779635;0.800798809;3
232;1;0;0;0;1;0;0;0;0;0;0;4;2;5;6;5;2;3;2;2;3;40;20;10;30;2;5;1;4;7;2;0.27591153;-1.430247098;-0.499762364;1.284902562;0.898037555;1.858882373;3
233;1;1;0;1;0;0;0;0;0;0;0;6;6;4;6;6;5;6;7;7;6;25;10;25;40;2;5;1;4;7;2;1.253362871;1.438971391;-0.238956394;0.098549567;-0.162605305;1.858882373;3
234;1;0;0;1;1;1;1;1;1;1;0;4;4;4;4;4;3;5;2;3;4;50;5;40;5;1;3;1;4;7;8;0.070731527;-0.707741442;1.336567993;2.043634829;-0.639026603;1.476432748;3
235;1;0;0;1;1;0;0;0;1;0;0;6;6;5;6;6;5;6;6;6;5;20;10;10;60;2;8;2;4;7;4;1.314886183;1.023813315;-1.365311723;-0.309078624;-0.169233115;2.11574473;3
236;1;0;0;0;1;0;0;1;0;0;0;5;6;4;6;5;3;4;4;5;4;40;0;40;20;2;2;3;4;2;3;0.856347091;-0.174204148;0.903793313;1.246644236;-1.172661938;-0.475245468;4
