x;Own;IntentToBuy;BrandAwareness_Anker;BrandAwareness_Bose;BrandAwareness_JBL;BrandAwareness_Philips;BrandAwareness_Sony;BrandAwareness_UE;BrandAwareness_HarmanKardon;BrandAwareness_Beats;BrandAwareness_None;SubjKnow_r1;SubjKnow_r2;SubjKnow_r3;SubjKnow_r4;SubjKnow_r5;PII_1;PII_2;PII_3;PII_4;PII_5;RelImp_battery;RelImp_weight;RelImp_price;RelImp_sound;Gender;Age;Occupation;Education;Income;brand_awareness;fa;fa2;factor_price.sound;factor_battery;factor_weight;factor_age.occupation.income.education;clusters
238;1;0;0;0;0;0;0;0;0;0;1;2;2;1;4;2;5;4;5;5;4;11;11;50;28;1;8;2;4;4;1;-1.135168367;0.279379307;1.00950306;-0.956168433;-0.085862936;1.439647184;3
239;1;0;0;1;1;1;1;0;0;1;0;4;4;2;5;3;6;6;6;7;6;60;5;20;15;2;2;3;3;2;6;-0.181318109;1.417043039;0.32472963;2.797045942;-0.619760225;-0.63209744;4
240;1;1;0;1;1;0;1;0;1;1;0;6;6;4;6;6;6;6;6;6;6;15;5;15;65;2;4;1;4;4;6;1.253362871;1.233768795;-1.324640877;-0.71081008;-0.695038488;0.991560014;2
241;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;5;3;4;5;15;2;70;13;1;2;3;4;1;1;-1.807134732;-0.4364684;2.183086986;-0.654085106;-1.011714276;-0.700611317;1
242;0;0;0;1;1;0;0;0;0;0;0;3;4;2;6;4;3;2;2;3;2;30;10;40;20;1;2;3;2;1;3;-0.078375786;-1.333796232;0.887398936;0.506177759;-0.155977494;-1.014315261;1
243;1;0;1;1;1;0;1;1;0;1;0;5;5;4;5;5;2;4;4;5;3;0;0;0;100;2;5;4;2;5;7;0.662047199;-0.384159627;-2.883770886;-1.915428864;-1.235301634;0.14401049;4
244;1;1;1;1;0;0;1;0;0;0;0;6;6;5;6;7;7;6;5;5;5;20;10;20;50;1;2;3;3;2;4;1.524539888;0.962495753;-0.712401918;-0.29670957;-0.170435267;-0.63209744;2
245;1;1;0;0;0;0;0;0;0;0;1;3;6;4;4;5;5;4;5;3;3;25;15;20;40;2;3;1;4;3;1;0.320321556;-0.153239626;-0.426617862;0.111206412;0.354769031;0.574969353;2
246;0;0;0;0;1;1;0;0;0;0;0;2;2;1;3;3;4;5;2;3;4;15;30;25;30;1;2;3;2;2;3;-1.006165354;-0.563856407;0.022236097;-0.604234166;1.887625659;-0.788949413;1
247;1;0;0;1;1;0;0;0;0;1;0;5;5;4;5;6;3;5;5;3;5;20;10;30;40;2;3;3;3;2;4;0.871700904;-0.144230837;-0.059492114;-0.284340516;-0.171637418;-0.440872628;4
248;1;1;0;1;1;0;0;0;0;1;0;3;6;2;5;3;3;5;7;7;7;20;25;25;30;1;2;3;2;2;4;-0.141381785;1.052633801;0.030433286;-0.234000927;1.379283437;-0.788949413;2
249;1;1;0;1;1;0;0;0;0;1;0;5;5;2;6;6;6;5;6;4;5;20;5;15;60;2;3;3;3;2;4;0.829304974;0.636511895;-1.177650255;-0.321735469;-0.686607451;-0.440872628;2
250;0;0;0;0;0;1;1;0;0;1;0;2;2;1;2;3;4;4;4;4;4;25;10;30;35;1;3;3;3;2;4;-1.086816047;-0.213593357;0.087498509;0.104734094;-0.16320638;-0.440872628;1
251;0;1;0;1;1;0;0;0;0;1;0;6;6;4;6;6;7;5;6;7;6;25;5;10;60;2;3;1;4;3;4;1.253362871;1.396290106;-1.357114534;0.061154614;-0.677575337;0.574969353;2
252;1;0;0;0;0;0;0;0;0;0;1;2;3;1;3;5;5;2;6;5;3;40;10;40;10;1;3;3;4;1;1;-0.473208744;0.049846315;1.181380181;1.28432698;-0.139115419;-0.509386504;1
253;0;0;0;0;1;0;0;0;0;0;0;2;2;2;3;2;4;4;4;5;4;20;40;20;20;1;2;1;4;2;2;-1.154295748;-0.030319114;0.120358685;-0.183661339;2.930204292;0.158378692;1
254;0;1;0;1;1;0;0;0;0;1;0;3;3;2;2;3;5;6;5;5;6;30;5;30;35;1;2;3;2;2;4;-0.724281461;0.74079613;0.095695697;0.474967333;-0.671548602;-0.788949413;2
255;0;0;0;0;1;0;1;0;0;0;0;2;2;1;4;3;7;2;7;6;2;0;0;100;0;1;2;3;3;3;3;-0.925514662;0.620633568;3.645327157;-1.791738324;-1.247323147;-0.406731592;1
256;1;1;0;1;0;0;1;0;0;0;0;2;3;2;5;3;3;3;4;3;3;10;40;20;30;1;2;3;2;2;3;-0.669691458;-0.771461047;-0.17362256;-0.96181056;2.913342216;-0.788949413;2
257;0;0;1;0;0;0;0;0;0;0;0;2;3;2;4;3;3;4;3;3;3;10;15;50;25;2;4;1;3;4;2;-0.750342151;-0.772636467;1.091139683;-1.018910257;0.325869464;0.834708042;3
258;1;0;0;1;1;1;1;0;0;1;0;3;3;2;3;3;3;5;3;3;5;30;15;15;40;1;2;3;4;1;6;-0.643630769;-0.47585761;-0.606082141;0.494096496;0.363801144;-0.700611317;1
259;0;1;0;0;0;0;1;1;0;0;0;3;4;2;4;3;5;5;5;5;5;35;10;20;35;1;3;3;4;3;3;-0.449330877;0.510087719;-0.27143005;0.870514261;-0.145142154;-0.058654807;2
260;1;0;0;1;1;1;1;0;1;0;0;4;6;5;5;6;6;5;5;4;5;30;20;20;30;2;3;1;3;5;6;0.859511341;0.470698509;-0.140833805;0.519122395;0.879973328;0.868849078;4
261;1;0;0;1;1;1;1;0;0;1;0;3;3;2;2;3;5;5;5;5;5;10;5;55;30;1;2;3;3;4;6;-0.724281461;0.510087719;1.140007717;-1.050408474;-0.708278131;-0.181365743;1
262;1;0;0;0;0;0;0;0;0;0;1;2;2;2;4;2;6;5;6;6;3;15;0;15;70;1;2;1;4;5;1;-1.073645056;0.870919492;-1.463434311;-0.729651451;-1.211811748;0.834476238;3
263;0;1;1;1;1;0;0;0;0;1;0;5;5;5;5;6;6;6;6;6;6;20;10;20;50;2;3;1;4;6;5;0.933224216;1.233768795;-0.712401918;-0.29670957;-0.170435267;1.251066899;2
264;1;1;0;1;1;0;0;0;0;1;0;2;2;2;2;3;4;4;6;4;5;30;10;30;30;1;3;3;4;2;4;-1.025292735;0.184103861;0.234489131;0.493808705;-0.154775343;-0.284020656;2
265;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;1;1;1;1;10;10;20;60;1;5;1;4;4;1;-1.807134732;-2.384636586;-1.006383164;-1.074858791;-0.187297342;1.182784827;3
266;0;1;0;1;1;1;1;0;0;0;0;3;3;2;6;4;4;4;5;5;5;15;5;30;50;2;2;3;2;1;5;-0.192024985;0.201564718;-0.345276171;-0.692256499;-0.696841715;-1.014315261;2
267;0;0;0;1;0;0;0;0;0;1;0;5;6;2;5;7;5;5;5;5;5;10;15;30;45;2;3;3;3;2;3;1.071957186;0.510087719;-0.214679926;-1.043648365;0.328273766;-0.440872628;4
268;1;0;0;0;0;0;1;0;0;1;0;5;3;2;3;3;5;5;5;5;5;25;25;25;25;1;3;1;3;1;3;-0.268906619;0.510087719;0.177423908;0.155073683;1.387714475;-0.032614316;1
269;0;1;0;1;1;0;0;0;1;1;0;6;4;6;4;6;6;4;3;4;3;30;10;30;30;2;3;1;4;5;5;0.98780971;-0.157707121;0.234489131;0.493808705;-0.154775343;1.025701051;2
270;1;0;1;1;1;0;0;1;0;0;0;2;4;2;5;2;5;5;5;5;5;50;0;10;40;1;2;3;2;2;5;-0.765695964;0.510087719;-0.760954854;1.987686295;-1.152193409;-0.788949413;1
271;0;0;0;0;0;1;1;0;0;0;0;2;2;1;2;2;3;3;3;3;3;30;20;20;30;1;2;3;2;1;3;-1.296469752;-0.937274433;-0.140833805;0.519122395;0.879973328;-1.014315261;1
272;1;0;0;1;1;0;0;0;0;1;0;4;4;4;4;5;3;3;5;5;3;10;5;35;50;2;2;3;2;1;4;0.280385232;-0.239099173;-0.165811892;-1.075146582;-0.705873829;-1.014315261;4
273;0;1;0;1;1;1;1;0;0;0;0;6;7;5;5;6;5;3;5;4;5;30;5;5;60;2;2;3;3;2;5;1.34788469;-0.002462458;-1.536578813;0.444044698;-0.668543224;-0.63209744;2
274;1;0;0;1;0;0;1;0;0;0;0;4;4;2;5;5;5;6;5;6;5;15;20;25;40;1;2;3;4;1;3;0.237989302;0.857999929;-0.255350771;-0.64191691;0.854079139;-0.700611317;1
275;1;0;1;1;1;1;1;0;0;1;0;6;6;6;6;6;5;4;7;4;4;30;0;40;30;2;2;3;3;1;7;1.376409494;0.427731835;0.609812068;0.468495015;-1.189524013;-0.857463289;4
276;0;0;0;1;0;0;0;0;0;0;0;3;3;2;5;3;5;5;5;5;5;30;10;20;40;2;2;3;2;2;2;-0.482329383;0.510087719;-0.418420673;0.481439651;-0.153573191;-0.788949413;4
277;0;0;0;1;0;1;1;0;0;0;0;2;2;1;2;2;1;4;4;1;1;20;20;40;20;1;2;3;2;1;4;-1.296469752;-1.393282528;0.871004558;-0.234288718;0.86070695;-1.014315261;1
278;1;0;0;1;0;1;1;0;0;1;0;6;4;4;6;6;5;5;5;5;5;20;10;60;10;1;2;3;4;1;5;1.026064472;0.510087719;1.899237299;-0.247233354;-0.175243872;-0.700611317;1
279;1;1;0;1;1;1;1;1;0;0;0;4;4;1;3;6;7;6;7;6;5;40;20;10;30;1;2;3;4;1;6;0.224818311;1.47739677;-0.499762364;1.284902562;0.898037555;-0.700611317;2
280;0;0;0;0;0;0;0;0;0;0;1;2;2;1;2;1;5;4;5;3;4;20;30;20;30;1;2;3;4;1;1;-1.506123458;-0.087169181;-0.157228183;-0.221344082;1.896657772;-0.700611317;1
281;1;0;0;1;1;1;1;0;0;1;0;6;6;5;3;6;7;7;5;6;2;20;0;30;50;2;1;3;2;1;6;1.072934105;1.112196627;-0.337078982;-0.32202326;-1.205183937;-1.205540074;4
282;1;0;0;0;0;0;0;0;0;0;1;3;3;3;6;6;4;5;6;6;6;10;10;50;30;1;2;3;2;1;1;0.288805737;0.78136076;0.952346249;-1.037751629;-0.190903796;-1.014315261;1
283;0;1;0;1;1;1;0;0;1;0;0;5;5;2;6;5;5;5;5;5;5;30;5;35;30;2;2;3;3;2;5;0.619651268;0.510087719;0.4221506;0.48115186;-0.672149678;-0.63209744;2
284;0;0;0;1;1;1;1;0;0;1;0;6;6;4;6;6;6;4;2;4;3;20;30;30;20;2;2;3;2;1;6;1.253362871;-0.323520507;0.495681622;-0.208975029;1.895455621;-1.014315261;4
285;1;0;0;1;1;0;1;1;0;1;0;5;6;5;6;6;5;6;6;5;2;25;5;25;45;2;2;3;2;1;6;1.127524108;0.642327735;-0.377749827;0.079708195;-0.679378564;-1.014315261;4
286;0;0;0;1;1;0;1;0;0;1;0;3;3;4;4;3;4;4;4;4;4;20;5;25;50;2;2;1;2;2;5;-0.439933453;-0.213593357;-0.52474045;-0.309366415;-0.687809602;-0.155325252;4
287;0;0;0;0;0;0;0;0;0;0;1;2;2;1;4;2;2;3;2;2;3;50;5;30;15;1;3;3;4;2;1;-1.135168367;-1.430247098;0.683658189;2.031265775;-0.637824452;-0.284020656;1
288;1;0;0;1;1;0;0;0;0;1;0;2;5;1;4;5;2;3;3;3;4;30;10;20;40;1;2;3;2;1;4;-0.165259652;-1.015089022;-0.418420673;0.481439651;-0.153573191;-1.014315261;1
290;1;0;1;1;1;0;1;0;0;1;0;5;5;5;4;5;4;5;6;4;5;10;10;20;60;2;3;3;3;2;6;0.642919818;0.348741827;-1.006383164;-1.074858791;-0.187297342;-0.440872628;4
291;0;0;0;0;0;0;1;0;0;0;0;2;6;6;6;4;2;3;3;3;3;15;20;25;40;2;8;1;3;4;2;0.207653784;-1.081159468;-0.255350771;-0.64191691;0.854079139;1.599607291;3
292;1;0;0;1;1;1;0;0;0;1;0;5;5;4;4;5;5;5;5;5;5;10;10;30;50;2;2;1;4;5;5;0.581396506;0.510087719;-0.35347336;-1.062489737;-0.188499493;0.834476238;4
293;0;0;0;0;1;0;0;0;0;0;0;5;6;1;2;3;5;3;3;3;3;50;0;50;0;2;5;1;4;2;2;-0.070133025;-0.649504365;1.850684363;2.037162511;-1.157002014;0.73205313;3
294;1;0;1;1;1;0;0;1;0;1;0;4;7;3;6;6;7;4;6;5;5;20;5;15;60;2;2;3;2;3;6;0.93076461;0.799033207;-1.177650255;-0.321735469;-0.686607451;-0.563583564;4
295;1;0;1;1;0;0;1;0;0;1;0;5;6;4;5;6;5;5;2;5;6;20;20;30;30;1;2;3;3;3;5;0.985350104;0.078718005;0.218094754;-0.246657772;0.861909101;-0.406731592;1
296;1;0;0;1;0;0;0;0;0;0;0;3;3;5;3;3;5;2;5;5;1;10;5;10;75;2;8;1;4;7;2;-0.459060834;-0.248107962;-1.798086402;-1.106069217;-0.70286845;2.43255681;3
297;1;1;1;1;1;1;1;1;1;1;0;6;6;6;6;3;2;6;6;3;4;30;0;10;60;2;3;1;4;5;9;0.747448378;-0.023734964;-1.348917345;0.431387853;-1.185917559;1.025701051;2
298;1;1;0;0;1;0;1;0;0;1;0;3;3;3;5;3;5;6;4;6;5;25;15;20;40;1;1;3;1;2;4;-0.420806072;0.692186543;-0.426617862;0.111206412;0.354769031;-1.137026198;2
299;0;0;0;0;0;0;0;0;0;0;1;1;1;7;1;1;4;4;4;4;4;10;10;60;20;1;8;1;4;5;1;-1.518645556;-0.213593357;1.605256053;-1.025382575;-0.192105947;1.981825112;3
300;1;0;0;1;1;0;1;0;0;0;0;2;2;3;3;2;6;5;6;6;5;20;10;10;60;1;2;3;2;2;4;-1.092772437;1.003060383;-1.365311723;-0.309078624;-0.169233115;-0.788949413;1
301;1;1;1;1;1;1;1;1;1;1;0;6;7;5;7;7;5;5;5;5;5;25;15;20;40;2;2;3;2;3;9;1.71883978;0.510087719;-0.426617862;0.111206412;0.354769031;-0.563583564;2
302;0;1;0;1;0;0;0;0;0;0;0;4;6;5;6;6;3;2;3;4;4;80;10;5;5;2;3;3;2;2;2;0.940162033;-0.85256771;0.072120849;4.353632175;-0.067459588;-0.5977246;2
303;0;1;0;1;0;0;0;0;0;1;0;2;2;2;2;2;4;5;5;5;5;20;5;10;65;1;3;1;3;1;3;-1.234946441;0.366202684;-1.504105157;-0.327919996;-0.686006375;-0.032614316;2
304;1;0;0;0;1;0;0;0;0;0;0;4;4;5;4;5;5;3;4;4;2;20;15;45;20;2;3;3;3;2;2;0.341908544;-0.366487181;1.058666026;-0.246945563;0.343332615;-0.440872628;4
305;0;0;0;1;1;0;0;0;0;1;0;2;1;1;2;1;5;5;5;5;5;20;10;50;20;1;3;3;3;3;4;-1.619772657;0.510087719;1.246327494;-0.259602408;-0.174041721;-0.215506779;1
306;0;1;0;0;1;0;0;0;0;0;0;5;4;2;3;5;4;4;4;4;4;20;10;35;35;2;3;3;2;2;2;0.264049991;-0.213593357;0.266962788;-0.278155989;-0.172238494;-0.5977246;2
307;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;20;30;20;30;2;4;3;4;2;1;-1.887785425;-2.384636586;-0.157228183;-0.221344082;1.896657772;-0.092795843;3
308;0;1;0;1;1;0;1;0;0;0;0;2;3;2;2;2;5;5;5;5;6;30;10;30;30;1;3;1;4;5;4;-1.121297241;0.576158164;0.234489131;0.493808705;-0.154775343;1.025701051;2
309;1;0;0;1;1;0;0;0;0;0;0;2;2;2;4;2;7;6;6;6;4;20;20;40;20;1;2;3;2;2;3;-1.073645056;1.245512938;0.871004558;-0.234288718;0.86070695;-0.788949413;1
310;1;0;0;1;1;0;0;1;0;0;0;3;3;2;5;3;5;5;5;5;5;10;20;30;40;2;8;2;4;7;4;-0.482329383;0.510087719;-0.075886492;-1.024806993;0.845047026;2.11574473;3
311;0;0;0;1;1;0;0;0;0;1;0;4;4;3;5;4;3;3;3;3;3;10;10;40;40;2;2;3;3;2;4;0.089858908;-0.937274433;0.299436445;-1.050120683;-0.189701645;-0.63209744;4
312;0;0;0;0;0;0;1;0;0;1;0;4;6;4;6;6;4;4;4;4;4;35;5;15;45;2;3;3;4;2;3;0.878638722;-0.213593357;-0.736678386;0.845488362;-0.661314338;-0.284020656;4
313;1;0;0;1;1;0;1;0;0;1;0;5;6;1;2;5;5;5;5;5;5;15;0;50;35;2;3;3;4;2;5;0.349174386;0.510087719;0.821750004;-0.686359763;-1.216019278;-0.284020656;4
314;0;0;0;0;0;1;1;0;0;0;0;1;2;1;2;2;1;1;1;1;1;30;5;35;30;2;2;1;4;2;3;-1.483831827;-2.384636586;0.4221506;0.48115186;-0.672149678;0.158378692;4
315;0;1;1;1;1;1;1;0;0;0;0;2;4;1;5;5;4;4;4;4;4;10;10;40;40;1;3;1;4;2;6;-0.198258159;-0.213593357;0.299436445;-1.050120683;-0.189701645;0.349603505;2
316;1;1;0;1;1;1;1;1;0;0;0;6;6;6;6;6;3;3;3;3;3;10;25;40;25;2;3;1;4;5;6;1.376409494;-0.937274433;0.715816746;-0.993596568;1.360618135;1.025701051;2
317;0;1;0;1;0;0;1;0;0;0;0;6;6;3;4;6;6;6;5;4;6;20;10;10;60;2;4;1;3;6;3;1.030538175;0.701406921;-1.365311723;-0.309078624;-0.169233115;1.285439739;3
318;0;0;0;0;0;0;0;0;0;0;1;2;2;1;6;2;2;2;6;2;3;30;40;20;10;2;8;1;4;7;1;-0.973866982;-0.931631519;0.414339931;0.594487882;2.947066367;2.43255681;3
319;1;0;0;1;1;1;1;0;0;1;0;6;7;4;6;6;6;5;6;6;5;15;0;60;25;2;3;3;4;2;6;1.367012071;1.003060383;1.474659808;-0.673990709;-1.217221429;-0.284020656;4
320;0;1;0;1;1;1;1;1;0;1;0;3;4;4;5;4;4;5;5;4;6;20;0;50;30;2;4;2;4;3;7;-0.035979855;0.248998886;0.968740627;-0.297285152;-1.20758824;0.449382086;2
321;0;0;0;0;0;1;0;0;0;0;0;2;2;1;5;2;2;2;2;2;2;80;10;5;5;1;3;1;4;1;2;-1.054517675;-1.66095551;0.072120849;4.353632175;-0.067459588;0.124237656;1
322;1;0;0;0;1;0;0;0;0;0;0;7;7;7;7;7;5;4;5;5;4;32;5;35;28;2;3;1;4;1;2;2.029248478;0.279379307;0.480946849;0.636781704;-0.668777263;0.124237656;4
323;0;0;0;0;0;0;0;0;0;0;1;2;4;3;4;4;4;4;4;4;4;70;10;10;10;2;4;2;4;2;1;-0.365515934;-0.213593357;0.104594505;3.581667481;-0.084922739;0.224016237;3
325;0;1;0;0;0;1;1;0;1;1;0;6;6;6;6;6;2;2;2;2;2;40;20;20;20;2;2;2;3;1;5;1.376409494;-1.66095551;0.153147441;1.297271616;0.896835404;-0.540651209;2
326;0;0;0;1;0;0;0;0;0;0;0;2;2;1;3;2;2;2;3;3;3;20;10;30;40;1;4;1;4;5;2;-1.21581906;-1.245797434;-0.059492114;-0.284340516;-0.171637418;1.216925863;3
327;1;0;0;1;1;1;1;0;1;1;0;5;4;2;5;5;3;3;2;2;1;0;10;10;80;2;4;4;4;7;7;0.425351377;-1.418502955;-1.953274214;-1.865377066;-0.202957266;0.71722132;4
328;1;0;0;1;1;0;1;0;1;0;0;5;3;2;5;2;5;5;5;3;4;20;10;40;30;2;2;3;3;2;5;-0.31725894;0.077468785;0.59341769;-0.271971462;-0.172839569;-0.63209744;4
329;1;0;0;1;1;0;0;0;0;0;0;3;2;2;4;6;5;4;5;5;4;35;10;25;30;2;3;1;4;4;3;-0.047668159;0.279379307;0.055024852;0.876698788;-0.145743229;0.800335202;4
330;0;0;1;1;0;0;0;0;0;0;0;2;5;2;2;2;2;2;2;2;2;25;10;25;40;2;4;1;4;2;3;-0.893998843;-1.66095551;-0.238956394;0.098549567;-0.162605305;0.540828317;4
331;1;0;0;1;1;1;1;0;0;1;0;4;3;2;4;5;7;7;7;7;7;20;5;25;50;2;2;1;4;2;6;0.04368941;1.957449871;-0.52474045;-0.309366415;-0.687809602;0.158378692;4
333;0;1;0;0;0;0;1;0;0;0;0;4;4;4;4;4;7;7;6;6;7;50;10;30;10;1;8;1;2;4;2;0.070731527;1.608362241;0.822451623;2.050107147;-0.121051192;1.442755319;3
334;0;1;0;1;1;0;1;0;0;0;0;3;5;5;6;3;7;6;7;7;6;25;10;25;40;2;3;1;4;2;4;0.010189642;1.726741459;-0.238956394;0.098549567;-0.162605305;0.349603505;2
335;1;1;0;1;1;0;0;0;0;1;0;3;3;2;4;5;5;5;5;5;5;20;5;25;50;2;2;3;2;2;4;-0.143672665;0.510087719;-0.52474045;-0.309366415;-0.687809602;-0.788949413;2
336;1;1;0;0;1;1;0;0;0;0;0;6;4;5;7;7;7;6;5;4;5;14;8;18;60;2;3;3;4;2;3;1.377892182;0.779221509;-1.07489;-0.773609462;-0.387021385;-0.284020656;2
337;0;1;0;0;0;1;1;0;0;1;0;5;4;1;4;3;4;5;5;5;4;30;20;20;30;1;3;3;4;2;4;-0.136130039;0.300132239;-0.140833805;0.519122395;0.879973328;-0.284020656;2
338;1;0;0;1;0;1;1;0;0;1;0;2;6;2;6;6;2;3;3;3;6;50;30;5;15;2;3;1;4;2;5;0.380867949;-0.882948131;-0.254649152;2.09455;1.949047225;0.349603505;4
339;1;1;0;0;1;0;1;0;0;1;0;4;6;5;6;6;6;6;4;4;4;50;2;40;8;1;3;1;4;2;4;0.940162033;0.403452644;1.253291933;2.032330006;-0.949090559;0.349603505;2
340;1;0;0;1;1;1;1;0;0;1;0;3;3;1;3;1;5;5;5;5;5;20;30;30;20;1;3;3;3;2;6;-1.124461491;0.510087719;0.495681622;-0.208975029;1.895455621;-0.440872628;1
341;1;0;0;1;1;0;1;0;1;1;0;5;7;4;5;6;4;3;4;4;3;30;10;40;20;2;4;4;4;3;6;1.098999303;-0.444301769;0.887398936;0.506177759;-0.155977494;-0.184242075;4
342;1;0;0;1;1;1;1;0;0;0;0;2;5;2;4;5;5;5;5;4;5;10;10;70;10;1;2;3;3;2;5;-0.103736341;0.326813475;2.258165857;-1.013013521;-0.193308099;-0.63209744;1
343;0;1;1;1;1;1;1;0;1;1;0;6;6;4;6;6;5;4;4;5;4;50;1;10;39;2;3;1;3;7;8;1.253362871;0.113565921;-0.733196167;1.99145457;-1.048838757;1.319580776;2
344;1;0;0;1;1;0;1;0;0;0;0;2;5;2;6;3;7;5;6;6;5;10;5;25;60;2;3;1;4;7;4;-0.361742367;1.146945417;-0.818721696;-1.087515636;-0.704671677;1.476432748;3
345;0;1;1;1;1;0;0;1;1;0;0;5;6;4;5;6;4;4;4;4;4;35;10;20;35;2;3;3;3;2;6;0.985350104;-0.213593357;-0.27143005;0.870514261;-0.145142154;-0.440872628;2
346;0;0;0;0;0;1;1;0;0;1;0;3;4;2;4;6;4;4;2;3;3;40;10;10;40;2;3;1;4;6;4;0.17963024;-0.794564819;-0.777349232;1.247219818;-0.135508965;1.251066899;3
347;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;1;1;1;1;1;1;25;25;25;25;1;8;1;1;3;1;-1.693485533;-2.384636586;0.177423908;0.155073683;1.387714475;1.060537498;3
348;0;1;0;0;1;0;0;0;0;0;0;2;1;1;2;2;5;5;7;6;5;30;5;5;60;1;2;3;2;1;2;-1.410118952;1.024988735;-1.536578813;0.444044698;-0.668543224;-1.014315261;2
349;0;1;0;1;1;0;0;0;0;0;0;4;6;3;4;4;5;6;6;6;6;20;10;30;40;2;2;3;3;2;3;0.236506614;1.089883761;-0.059492114;-0.284340516;-0.171637418;-0.63209744;2
350;0;1;0;1;1;0;0;1;0;1;0;1;2;3;4;2;7;1;7;7;1;10;0;30;60;2;3;3;3;1;5;-1.199483819;0.5731994;-0.631060228;-1.100172481;-1.222046013;-0.666238477;2
351;0;1;0;1;0;1;1;0;0;0;0;1;7;1;1;7;2;4;3;2;4;20;20;30;30;2;8;2;4;7;4;0.052032005;-1.0337253;0.218094754;-0.246657772;0.861909101;2.11574473;3
352;0;1;0;0;0;1;1;0;0;0;0;1;3;2;4;2;4;5;5;4;4;30;20;29;21;2;2;3;3;1;3;-1.147357931;0.116857995;0.446785019;0.530254543;0.878891392;-0.857463289;2
353;1;0;0;0;0;0;0;0;0;0;1;3;3;2;4;4;3;3;4;4;3;30;5;35;30;2;3;3;4;1;1;-0.35332637;-0.588186803;0.4221506;0.48115186;-0.672149678;-0.509386504;4
354;0;0;0;1;1;1;0;0;0;1;0;4;2;2;5;5;6;5;6;5;6;20;10;30;40;2;2;3;4;2;5;0.010690903;0.885856585;-0.059492114;-0.284340516;-0.171637418;-0.475245468;4
355;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;5;2;4;6;3;40;20;0;40;1;3;1;3;2;1;-1.70042335;-0.098506214;-1.152672168;1.272533508;0.899239706;0.192751532;1
356;0;1;0;0;0;0;0;0;0;0;1;2;3;2;4;2;4;4;3;3;5;30;10;30;30;2;2;3;2;2;1;-0.959995856;-0.496610542;0.234489131;0.493808705;-0.154775343;-0.788949413;2
